iduser ,location,rank ,average_rating
288385,\N,\N,\N
288386,\N,\N,\N
288387,"NJ, USA",\N,4.5714
288388,\N,\N,4.6667
288389,\N,\N,3.9355
288390,\N,\N,4.5
288391,"Toronto, Canada",\N,4.3636
288392,"Brooklyn, New York, USA",\N,4
288393,"Columbus, Ohio",\N,4.5385
288394,\N,\N,3.4762
288395,\N,\N,5
288396,The laid back state,\N,4
288397,\N,\N,3.1212
288398,\N,\N,\N
288399,\N,\N,5
288400,"San Antonio, TX",\N,3.7632
288401,\N,\N,5
288402,\N,\N,1
288403,Northern Arizona,\N,5
288404,"Stamford, CT",\N,2
288406,\N,\N,5
288407,\N,\N,3.5152
288409,"Quincy, IL",\N,4.3636
288413,\N,\N,\N
288414,\N,\N,\N
288415,Westlake Village CA - a dumb Bedroom Community,\N,2.5
288417,\N,\N,\N
288418,La Habra Ca,\N,5
288419,New York City,\N,4.6667
288420,\N,\N,2
288421,\N,\N,5
288422,"Fort Collins, CO, USA",\N,3.0667
288424,\N,\N,\N
288425,\N,\N,\N
288426,\N,\N,5
288427,Southfield Michigan,\N,2.5
288428,"Subiaco, Arkansas",\N,4
288429,\N,\N,4.6667
288430,\N,\N,5
288431,\N,\N,\N
288432,\N,\N,\N
288433,\N,\N,\N
288434,\N,\N,5
288435,\N,\N,3
288436,\N,\N,\N
288437,\N,\N,\N
288438,\N,\N,\N
288439,\N,\N,\N
288440,\N,\N,\N
288441,\N,\N,\N
288443,\N,\N,\N
288444,Northeast PA,\N,5
288445,"Edmonton, Alberta",\N,5
288446,"Edmonton, Alberta",\N,1.2
288447,"Melbourne, Australia",\N,\N
288448,"Helsinkin, Finland",\N,\N
288449,\N,\N,\N
288450,\N,\N,4.25
288451,\N,\N,\N
288452,\N,\N,2
288453,\N,\N,\N
288454,\N,\N,\N
288455,\N,\N,5
288456,\N,\N,5
288457,\N,\N,\N
288458,\N,\N,\N
288459,\N,\N,\N
288460,\N,\N,5
288461,\N,\N,\N
288462,\N,\N,\N
288463,\N,\N,\N
288464,\N,\N,4
288465,\N,\N,5
288466,\N,\N,\N
288467,"Terre Haute, IN",\N,4
288468,\N,\N,\N
288469,\N,\N,\N
288470,\N,\N,5
288471,\N,\N,\N
288472,"Ruston, Louisiana",\N,\N
288473,\N,\N,5
288474,\N,\N,\N
288475,Utah,\N,5
288476,\N,\N,\N
288477,\N,\N,5
288478,\N,\N,4.25
288479,USA,\N,\N
288481,"Bako, CA",\N,5
288483,\N,\N,4.5
288484,\N,\N,4.25
288485,"San Francisco, CA",\N,4.6667
288486,\N,\N,5
288487,\N,\N,4
288488,\N,\N,\N
288489,\N,\N,\N
288490,\N,\N,4
288491,\N,\N,4
288495,\N,\N,5
288497,\N,\N,4.25
288498,"New York, NY",\N,5
288500,\N,\N,\N
288502,"Tulsa, Oklahoma",\N,\N
288503,\N,\N,\N
288506,\N,\N,\N
288507,\N,\N,1
288508,\N,\N,4.2143
288509,\N,\N,\N
288510,\N,\N,\N
288511,\N,\N,\N
288512,\N,\N,\N
288513,"Brooklyn,NY",\N,4.5
288514,"Tampa, FL",\N,4.3333
288515,\N,\N,\N
288516,Florida,\N,4.4688
288517,\N,\N,\N
288518,\N,\N,2.5
288519,relaxed usually,\N,2.5
288520,"Brooklyn,NY",\N,5
288521,\N,\N,4
288522,"Brooklyn,NY",\N,4
288523,\N,\N,\N
288524,\N,\N,4
288525,\N,\N,3.8571
288526,\N,\N,3.8
288527,Orlando Florida,\N,\N
288530,\N,\N,4
288532,\N,\N,\N
288533,"Nyack, NY",\N,4
288534,\N,\N,\N
288535,\N,\N,5
288536,\N,\N,4
288537,\N,\N,4
288539,\N,\N,4.5
288542,\N,\N,\N
288543,"Miami, Fla.",\N,\N
288544,\N,\N,4
288545,\N,\N,\N
288546,\N,\N,5
288547,\N,\N,3.2
288548,"Middlesex, NJ",\N,\N
288550,\N,\N,5
288551,\N,\N,\N
288552,Mercer PA,\N,4.2222
288553,"Kirkland, WA",\N,4.3333
288554,\N,\N,4
288556,"pueblo, colo, usa",\N,3.5714
288558,MA,\N,4.5
288559,"Over the Rainbow, Illinois",\N,1.5
288560,\N,\N,5
288561,\N,\N,4
288564,"Middleburg, FL",\N,4
288565,\N,\N,\N
288566,\N,\N,\N
288567,\N,\N,5
288569,"Baltimore, MD, USA",\N,\N
288572,\N,\N,4.5
288573,"Montreal, Quebec, Canada",\N,3.6667
288574,\N,\N,4.24
288576,"San Diego, CA  USA",\N,4.5417
288577,"Brighton, United Kingdom",\N,5
288578,\N,\N,4.3333
288579,"Chicago, IL",\N,4.5
288580,\N,\N,4.0769
288581,\N,\N,4.5
288582,\N,\N,4.6667
288586,NYC,\N,\N
288588,\N,\N,4.5
288589,\N,\N,4
288592,\N,\N,3
288593,\N,\N,4.5
288594,\N,\N,2
288595,\N,\N,\N
288596,\N,\N,4
288597,\N,\N,\N
288598,\N,\N,\N
288601,New Jerseey,\N,4.5
288603,\N,\N,2.1429
288608,\N,\N,4.8
288610,\N,\N,2
288612,\N,\N,5
288613,\N,\N,\N
288617,\N,\N,\N
288618,\N,\N,5
288619,\N,\N,3.5
288620,\N,\N,5
288621,\N,\N,3.6
288622,\N,\N,5
288623,\N,\N,\N
288624,\N,\N,5
288625,"Berkeley, Calfornia",\N,5
288626,\N,\N,5
288627,Rio de Janeiro,\N,5
288628,\N,\N,\N
288629,\N,\N,\N
288631,\N,\N,\N
288633,\N,\N,4
288634,"Birmingham, AL",\N,4.6667
288635,\N,\N,\N
288636,"Starkville, MS",\N,3.8333
288637,\N,\N,5
288638,\N,\N,5
288639,\N,\N,\N
288640,\N,\N,\N
288641,\N,\N,\N
288642,\N,\N,\N
288643,"Rio de Janeiro, RJ",\N,4
288644,Rio de Janeiro - RJ,\N,5
288646,\N,\N,3.5
288647,\N,\N,\N
288648,\N,\N,1
288649,\N,\N,\N
288650,\N,\N,4.6667
288652,"North Canton, Ohio",\N,4.5
288653,\N,\N,\N
288654,\N,\N,4.5
288655,\N,\N,\N
288656,\N,\N,5
288657,\N,\N,\N
288660,\N,\N,4
288664,\N,\N,3.6
288666,\N,\N,5
288667,\N,\N,4
288668,\N,\N,\N
288669,\N,\N,3.7143
288671,"Howie Center, Nova Scotia, Canada",\N,4
288672,\N,\N,2
288673,\N,\N,4.75
288674,"Santa Cruz, CA",\N,4.6667
288675,\N,\N,\N
288676,"falls ch,va & canterbury UK",\N,3.7925
288678,"Portland, OR",\N,3.7241
288679,Connecticut,\N,5
288680,\N,\N,\N
288681,\N,\N,4.5
288682,Tigard Oregon,\N,\N
288683,\N,\N,\N
288684,\N,\N,4
288685,\N,\N,1
288686,\N,\N,\N
288687,\N,\N,\N
288688,\N,\N,\N
288689,\N,\N,\N
288690,\N,\N,\N
288691,\N,\N,\N
288693,\N,\N,\N
288694,\N,\N,\N
288695,\N,\N,\N
288698,\N,\N,\N
288699,\N,\N,\N
288700,\N,\N,\N
288701,\N,\N,\N
288702,\N,\N,\N
288703,\N,\N,\N
288704,\N,\N,\N
288705,"Rio de Janeiro, Brazil",\N,1
288706,\N,\N,1
288707,\N,\N,1
288709,\N,\N,5
288710,\N,\N,4.6667
288711,\N,\N,\N
288712,"Detroit,  Michigan",\N,3.6
288713,\N,\N,3.75
288714,\N,\N,3
288715,Arizona,\N,3.8333
288716,\N,\N,\N
288719,\N,\N,4.7778
288721,\N,\N,3.2857
288722,\N,\N,5
288723,\N,\N,4
288730,\N,\N,5
288731,\N,\N,5
288732,\N,\N,4.6667
288734,"Mtn. View, CA",\N,3.9167
288736,"Fallon, NV",\N,3
288738,"Minneapolis, Minnesota",\N,4.5
288739,"Seattle, WA",\N,4.5
288742,Southern Oregon,\N,4.1333
288743,\N,\N,4.0769
288744,"Vineland, NJ",\N,4.6
288745,\N,\N,4.6
288747,\N,\N,1
288749,Destin,\N,4.5
288751,\N,\N,4
288753,\N,\N,3.5
288754,"Cookeville, TN",\N,4
288755,"Cookeville, TN",\N,\N
288756,\N,\N,4.75
288757,\N,\N,4.0714
288758,\N,\N,2
288759,\N,\N,2.6667
288760,\N,\N,5
288761,\N,\N,3.5
288762,"Malta, NY",\N,\N
288763,\N,\N,\N
288764,\N,\N,\N
288765,Silicon Valley,\N,4.375
288766,\N,\N,\N
288767,"St. Charles, MO",\N,4
288768,"Virginia Beach, VA",\N,4.5
288770,"Vancouver, WA",\N,3
288771,\N,\N,4.5
288772,\N,\N,4
288773,\N,\N,5
288774,\N,\N,5
288775,\N,\N,5
288776,\N,\N,5
288777,\N,\N,5
288778,\N,\N,5
288779,\N,\N,5
288780,\N,\N,5
288781,\N,\N,5
288782,\N,\N,5
288783,\N,\N,5
288784,\N,\N,5
288785,\N,\N,5
288786,\N,\N,5
288787,\N,\N,5
288788,\N,\N,5
288789,\N,\N,5
288790,\N,\N,5
288791,\N,\N,5
288792,\N,\N,4.0769
288793,Vancouver WA,\N,4
288794,\N,\N,4.8333
288795,\N,\N,\N
288796,Phoenix AZ,\N,4.5
288797,\N,\N,4
288801,\N,\N,\N
288802,\N,\N,5
288805,\N,\N,\N
288806,\N,\N,\N
288807,\N,\N,\N
288808,"Humble, TX",\N,3
288809,"Orem, UT",\N,3.4286
288810,\N,\N,4.75
288811,\N,\N,5
288813,\N,\N,\N
288814,\N,\N,\N
288815,\N,\N,\N
288816,\N,\N,\N
288817,\N,\N,\N
288818,\N,\N,\N
288819,\N,\N,5
288820,"Houston, Texas",\N,3
288821,\N,\N,\N
288822,New Zealand,\N,4
288823,Colorado,\N,4
288824,\N,\N,3.6923
288825,\N,\N,4
288826,\N,\N,3.1
288827,\N,\N,3.25
288828,"Elyria, Ohio",\N,5
288829,\N,\N,5
288830,"Tucson,AZ",\N,4.1538
288831,\N,\N,2.6667
288832,California,\N,4.2308
288833,\N,\N,3.5
288834,Northeast Iowa,\N,4.3333
288835,\N,\N,4
288836,\N,\N,3
288837,\N,\N,4.3333
288838,New Jersey,\N,4.75
288839,\N,\N,3
288840,\N,\N,\N
288841,\N,\N,4.6667
288842,\N,\N,5
288843,"New Rochelle, NY",\N,3.625
288844,\N,\N,\N
288847,\N,\N,2
288848,\N,\N,3
288849,"Waltham, MA",\N,5
288851,\N,\N,5
288852,"Appleton, WI, USA",\N,3.1667
288853,"Tulsa, Oklahoma",\N,4
288854,"Austin, Texas",\N,4.3333
288857,\N,\N,3.5
288858,\N,\N,3
288859,"San Diego, CA",\N,4
288860,\N,\N,5
288862,\N,\N,5
288865,\N,\N,2.6667
288866,\N,\N,\N
288867,\N,\N,\N
288869,\N,\N,5
288870,\N,\N,5
288872,\N,\N,2
288873,\N,\N,\N
288874,\N,\N,\N
288875,"Owego, New York",\N,\N
288876,\N,\N,5
288877,\N,\N,5
288878,\N,\N,\N
288879,\N,\N,\N
288881,\N,\N,\N
288882,\N,\N,\N
288883,\N,\N,4.375
288884,\N,\N,4
288886,\N,\N,4
288887,\N,\N,\N
288891,\N,\N,5
288892,\N,\N,5
288893,\N,\N,\N
288894,Reading ,\N,\N
288895,\N,\N,3.8
288896,\N,\N,5
288900,\N,\N,4.5
288901,\N,\N,\N
288902,\N,\N,\N
288903,\N,\N,3.6667
288904,"Medford, Or",\N,2
288905,\N,\N,\N
288906,\N,\N,\N
288907,"Edinburgh, Scotland",\N,\N
288908,\N,\N,\N
288909,\N,\N,4
288910,\N,\N,\N
288911,\N,\N,\N
288914,\N,\N,4.5
288915,Boca Raton,\N,4.2222
288916,"Mountain Home , Idaho",\N,4.5
288917,\N,\N,3.75
288918,\N,\N,\N
288920,\N,\N,5
288921,Pace Fl United States of America,\N,3
288923,\N,\N,5
288924,\N,\N,4.4
288927,"San Antonio, Tx",\N,4.3636
288928,\N,\N,\N
288930,\N,\N,4.4667
288931,\N,\N,5
288932,\N,\N,3.8571
288933,USA,\N,4.75
288934,"pelham, nh",\N,3.5
288935,\N,\N,1
288936,\N,\N,5
288937,\N,\N,3
288938,\N,\N,\N
288939,\N,\N,\N
288940,\N,\N,\N
288941,\N,\N,4.3333
288944,"Van Nuys, CA",\N,3
288945,\N,\N,\N
288946,\N,\N,2
288947,\N,\N,\N
288948,New York,\N,4.0769
288949,\N,\N,\N
288950,"Toronto, Canada",\N,1
288952,\N,\N,1
288953,\N,\N,3.5
288954,\N,\N,4.2
288956,Central NY,\N,4.1429
288958,rural West Texas,\N,4.5
288959,\N,\N,\N
288960,\N,\N,\N
288961,\N,\N,\N
288962,\N,\N,\N
288963,\N,\N,\N
288964,\N,\N,\N
288965,\N,\N,\N
288966,\N,\N,\N
288967,\N,\N,\N
288968,\N,\N,\N
288969,\N,\N,\N
288970,\N,\N,\N
288971,\N,\N,\N
288972,\N,\N,\N
288973,\N,\N,\N
288974,\N,\N,\N
288975,\N,\N,\N
288976,\N,\N,\N
288977,\N,\N,\N
288978,\N,\N,\N
288979,\N,\N,\N
288980,\N,\N,\N
288981,\N,\N,\N
288982,\N,\N,\N
288983,\N,\N,\N
288984,\N,\N,\N
288985,\N,\N,\N
288986,\N,\N,\N
288987,\N,\N,\N
288988,\N,\N,\N
288989,\N,\N,\N
288990,\N,\N,\N
288991,\N,\N,\N
288992,\N,\N,\N
288993,\N,\N,\N
288994,\N,\N,\N
288995,\N,\N,\N
288996,\N,\N,\N
288997,\N,\N,\N
288998,\N,\N,\N
288999,\N,\N,\N
289000,\N,\N,\N
289001,\N,\N,\N
289002,\N,\N,\N
289003,\N,\N,\N
289004,\N,\N,\N
289005,\N,\N,\N
289006,\N,\N,\N
289007,\N,\N,\N
289008,"North Canton, Ohio",\N,4
289009,\N,\N,\N
289010,\N,\N,\N
289011,\N,\N,\N
289012,"North Canton, Ohio",\N,\N
289013,\N,\N,\N
289016,\N,\N,5
289018,\N,\N,5
289019,\N,\N,3
289021,\N,\N,\N
289022,\N,\N,5
289023,\N,\N,4.5
289024,\N,\N,\N
289025,MA,\N,5
289026,\N,\N,\N
289027,\N,\N,\N
289028,\N,\N,4
289029,\N,\N,2.2
289030,\N,\N,\N
289034,\N,\N,\N
289035,\N,\N,3
289036,"Coventry, RI, USA",\N,3.5
289037,\N,\N,\N
289038,\N,\N,5
289039,\N,\N,\N
289040,\N,\N,2
289041,\N,\N,4.3333
289042,\N,\N,4
289043,"Oakland, CA",\N,\N
289044,\N,\N,\N
289045,\N,\N,\N
289048,\N,\N,5
289051,\N,\N,\N
289052,\N,\N,\N
289053,\N,\N,4.5
289054,\N,\N,4
289055,\N,\N,\N
289056,\N,\N,\N
289058,"Wellsboro, PA",\N,5
289059,\N,\N,5
289060,\N,\N,5
289061,"Nottingham, UK",\N,5
289062,\N,\N,\N
289063,\N,\N,4
289064,\N,\N,5
289065,\N,\N,4.2857
289066,"Adelaide, South Australia",\N,4.76
289068,"Evanston, IL",\N,4.3333
289069,\N,\N,5
289072,\N,\N,4.6
289073,\N,\N,\N
289074,\N,\N,\N
289075,\N,\N,\N
289076,\N,\N,\N
289077,\N,\N,4.3333
289078,\N,\N,2.5
289079,\N,\N,5
289080,\N,\N,\N
289081,\N,\N,3
289082,"Tampa Bay, FL",\N,4.5
289083,"Harahan, LA",\N,4.5
289084,"Backwoods, IN",\N,4.6
289085,\N,\N,3.5
289086,\N,\N,\N
289087,\N,\N,3.6
289088,\N,\N,\N
289089,\N,\N,1
289090,\N,\N,5
289091,\N,\N,4.75
289092,\N,\N,5
289093,\N,\N,5
289094,\N,\N,4.5455
289095,\N,\N,\N
289096,\N,\N,5
289099,\N,\N,\N
289100,\N,\N,5
289102,\N,\N,4.4
289103,\N,\N,3.625
289106,\N,\N,5
289107,\N,\N,\N
289108,\N,\N,\N
289109,"Columbia, SC ",\N,3.75
289110,Delta B.C.,\N,\N
289111,\N,\N,4
289112,\N,\N,5
289113,\N,\N,\N
289114,\N,\N,2
289115,\N,\N,2
289116,\N,\N,5
289118,\N,\N,4
289119,"Chicago Land, Illinois",\N,2.6667
289120,"San Francisco, CA",\N,\N
289122,\N,\N,3
289124,\N,\N,2
289126,\N,\N,3.3333
289127,"Canton, NY",\N,3
289128,\N,\N,\N
289129,\N,\N,4
289131,\N,\N,\N
289132,Florida,\N,5
289134,\N,\N,4.3333
289136,"Albany, NY, USA",\N,3.9
289137,\N,\N,5
289138,\N,\N,\N
289139,"Detroit,Michigan",\N,4
289140,"Vacaville CA, U.S.A.",\N,5
289141,\N,\N,\N
289144,Thessaloniki,\N,5
289145,"Omaha, Nebraska",\N,4.6429
289148,\N,\N,4
289149,\N,\N,\N
289151,\N,\N,3.5
289152,\N,\N,3.4
289153,\N,\N,4.0833
289154,\N,\N,4.8333
289155,"New York, NY",\N,4
289156,"NY, NY",\N,3.75
289157,\N,\N,4.1667
289158,"mt prospect, illinois",\N,4.25
289159,San Francisco,\N,2.75
289160,\N,\N,4
289161,\N,\N,5
289164,\N,\N,1
289166,"Lancashire, England",\N,5
289167,\N,\N,3
289168,\N,\N,\N
289169,\N,\N,5
289171,\N,\N,3.5
289174,"San Francisco, CA",\N,3.8333
289175,\N,\N,5
289176,\N,\N,3.5
289177,\N,\N,1
289178,\N,\N,\N
289179,\N,\N,2
289180,\N,\N,\N
289183,\N,\N,1
289184,\N,\N,\N
289185,\N,\N,\N
289186,\N,\N,\N
289187,\N,\N,4.5
289188,\N,\N,\N
289191,\N,\N,4.6667
289192,\N,\N,3.9286
289193,\N,\N,4.5
289194,"Elizabeth NJ and NYC - I'm an international jetsetter, I suppose.",\N,3.8333
289195,\N,\N,\N
289196,\N,\N,\N
289198,id,\N,5
289199,\N,\N,4.3333
289201,\N,\N,4.6667
289203,"Santa Clarita, California, USA",\N,3.8
289204,\N,\N,5
289205,Central Wisconsin,\N,4
289206,\N,\N,4.75
289207,Seattle WA USA,\N,5
289208,"New York, NY, USA",\N,4.25
289209,"Stockbridge, GA",\N,4.3333
289210,\N,\N,5
289211,\N,\N,4.4
289212,\N,\N,5
289214,N.Y. N.Y.,\N,5
289216,\N,\N,2
289217,"New York, NY, USA",\N,4.75
289222,"Overland Park, KS",\N,3.8182
289224,\N,\N,3
289225,\N,\N,3.5
289226,"Sparks, NV",\N,\N
289227,\N,\N,\N
289229,"Sacramento, CA",\N,5
289230,\N,\N,\N
289231,\N,\N,\N
289232,\N,\N,\N
289233,\N,\N,\N
289234,\N,\N,\N
289235,\N,\N,\N
289236,\N,\N,2
289238,"Seattle, WA",\N,5
289240,West Topsham VT,\N,\N
289241,"Normal, IL",\N,3.625
289242,\N,\N,\N
289243,\N,\N,\N
289244,\N,\N,3.8571
289245,\N,\N,4
289246,Florida,\N,\N
289247,\N,\N,\N
289252,\N,\N,5
289253,"San Jose, California",\N,3
289254,\N,\N,\N
289256,\N,\N,3
289257,fulton ny,\N,1
289258,\N,\N,5
289259,\N,\N,5
289260,\N,\N,3.5
289261,\N,\N,5
289262,\N,\N,1
289263,"Fulton,New  York",\N,4.5714
289264,\N,\N,3
289265,\N,\N,4.5
289266,\N,\N,3.3333
289271,\N,\N,\N
289272,\N,\N,5
289273,\N,\N,\N
289277,\N,\N,\N
289279,\N,\N,5
289280,\N,\N,\N
289281,\N,\N,\N
289283,\N,\N,\N
289284,\N,\N,\N
289285,\N,\N,5
289286,\N,\N,\N
289287,\N,\N,\N
289288,\N,\N,5
289289,"Lebanon, MO",\N,4.9
289290,\N,\N,5
289291,\N,\N,\N
289292,\N,\N,\N
289293,\N,\N,4
289294,\N,\N,4.3333
289295,\N,\N,1
289296,\N,\N,4.75
289297,\N,\N,5
289298,\N,\N,3.8
289300,\N,\N,4.5
289301,\N,\N,1
289302,\N,\N,5
289303,\N,\N,\N
289305,\N,\N,\N
289306,\N,\N,\N
289308,\N,\N,3.5
289310,\N,\N,5
289311,\N,\N,5
289315,\N,\N,5
289316,\N,\N,5
289317,\N,\N,5
289318,\N,\N,4.3125
289320,\N,\N,5
289321,\N,\N,5
289322,\N,\N,5
289323,\N,\N,5
289324,\N,\N,\N
289325,\N,\N,5
289326,\N,\N,2
289327,\N,\N,\N
289328,\N,\N,1
289329,\N,\N,5
289330,\N,\N,5
289331,\N,\N,\N
289332,\N,\N,5
289333,\N,\N,\N
289334,\N,\N,5
289335,\N,\N,4.2
289336,"Vienna, VA, USA",\N,4.25
289338,\N,\N,\N
289339,\N,\N,\N
289340,\N,\N,5
289341,\N,\N,\N
289342,"Lemoore, CA  U.S.A",\N,5
289343,"Orange County, CA",\N,5
289345,\N,\N,4.6667
289346,\N,\N,3
289348,\N,\N,3.3333
289350,\N,\N,\N
289353,\N,\N,3.75
289354,\N,\N,1
289356,\N,\N,2
289357,\N,\N,5
289358,VA,\N,4.75
289359,\N,\N,\N
289360,\N,\N,3.625
289361,\N,\N,\N
289362,\N,\N,\N
289363,Montana,\N,4.5
289364,\N,\N,1
289366,"New York, NY",\N,2
289368,\N,\N,4.5
289369,\N,\N,4.1111
289370,\N,\N,5
289371,\N,\N,1
289372,\N,\N,5
289373,"Farmington, Connecticut",\N,\N
289376,\N,\N,5
289377,\N,\N,3.4
289379,Nebo N.C,\N,\N
289380,\N,\N,4.5
289381,\N,\N,4.1667
289387,\N,\N,5
289390,\N,\N,3.5
289391,\N,\N,4
289392,\N,\N,\N
289393,\N,\N,\N
289394,\N,\N,\N
289395,\N,\N,\N
289396,\N,\N,\N
289397,grosse pointe michigian,\N,4
289398,\N,\N,2.75
289400,\N,\N,4
289402,Tennessee,\N,4.3333
289403,\N,\N,4
289404,"San Mateo, CA",\N,5
289405,\N,\N,4
289406,\N,\N,4
289407,\N,\N,2
289409,Chicago IL,\N,4
289411,\N,\N,4
289413,"Olympia, Washington, USA!",\N,3.8837
289414,\N,\N,3
289415,\N,\N,2.8333
289417,Hattiesburg ,\N,3.75
289419,\N,\N,\N
289420,\N,\N,1
289422,\N,\N,\N
289423,\N,\N,4.2
289424,AL,\N,4.0244
289425,Washington DC area,\N,3.9333
289426,"Ponte Vedra Beach, FL  32082",\N,4
289428,\N,\N,4.3333
289429,\N,\N,4
289430,\N,\N,4.5
289431,"Austin, TX",\N,4
289432,Yugoslovia (at least it looks like it here),\N,4.2
289433,\N,\N,3.9333
289434,Jackson Michigan,\N,5
289435,\N,\N,5
289436,\N,\N,\N
289437,\N,\N,\N
289438,\N,\N,\N
289439,"Los Angeles, CA",\N,3.8571
289440,\N,\N,4.625
289442,\N,\N,4
289443,England,\N,\N
289444,"Houston, TX",\N,3.75
289445,\N,\N,5
289446,\N,\N,3.5
289447,NJ,\N,3.7857
289448,\N,\N,4
289449,rural Alabama,\N,4.3333
289450,\N,\N,4.381
289451,"Raleigh, NC",\N,4.5
289452,\N,\N,3.6667
289453,\N,\N,3
289454,\N,\N,\N
289455,Austin TX,\N,4
289456,\N,\N,5
289457,\N,\N,\N
289458,\N,\N,4
289459,Chester VA,\N,4.6
289460,"New York, New York",\N,2.5
289461,"Wayland, New York 14572",\N,5
289462,The hell whole wisconsin,\N,4
289463,\N,\N,4
289464,"New York, NY",\N,4.1111
289465,\N,\N,\N
289466,"Dickinson, ND",\N,4.75
289467,\N,\N,5
289468,"Winston-Salem, NC",\N,4
289469,\N,\N,4
289470,TX,\N,4
289476,\N,\N,4.1489
289477,New York City NY,\N,4
289478,\N,\N,4
289479,\N,\N,3
289480,"berkeley, ca",\N,4.3333
289482,\N,\N,\N
289483,\N,\N,4
289484,\N,\N,2.3333
289485,\N,\N,\N
289486,\N,\N,2.5
289487,\N,\N,5
289488,\N,\N,2.6667
289489,\N,\N,4.6667
289490,\N,\N,3.6667
289492,\N,\N,2.5
289494,"Roanoke, VA",\N,3
289495,\N,\N,\N
289496,\N,\N,4
289499,\N,\N,4.5
289502,\N,\N,3
289503,"Reno, Nevada",\N,4.1667
289504,\N,\N,1
289507,\N,\N,3.2222
289508,"Rockville, MD",\N,3.875
289509,\N,\N,4
289513,\N,\N,3.6
289514,\N,\N,4.6
289515,\N,\N,2
289516,\N,\N,\N
289517,\N,\N,4.6667
289518,\N,\N,4.3333
289519,\N,\N,5
289520,USA,\N,4.6429
289521,\N,\N,3.4286
289522,"Vermont, USA",\N,4.5
289523,\N,\N,5
289524,\N,\N,3.8
289525,\N,\N,5
289526,\N,\N,4
289527,\N,\N,4.8
289528,\N,\N,4.25
289529,\N,\N,\N
289530,\N,\N,1
289531,\N,\N,5
289532,\N,\N,3.64
289533,\N,\N,4
289534,\N,\N,4.5
289535,\N,\N,3.8333
289536,"Compton, California, USA",\N,4.8889
289537,\N,\N,5
289538,Charlesbourg,\N,\N
289539,\N,\N,5
289540,\N,\N,3.875
289541,\N,\N,5
289542,\N,\N,3.8333
289543,\N,\N,4.5
289544,\N,\N,5
289545,\N,\N,5
289546,\N,\N,1.5
289547,\N,\N,5
289548,\N,\N,4
289549,\N,\N,3.3333
289551,\N,\N,3
289552,\N,\N,4.5
289554,\N,\N,3
289556,"Gambier, Ohio",\N,4.8889
289557,\N,\N,3.6667
289558,\N,\N,4
289559,"Laurel, MD",\N,4.6667
289560,\N,\N,5
289561,"Oxnard, CA",\N,5
289562,\N,\N,4.8182
289563,\N,\N,4.5
289564,\N,\N,\N
289565,\N,\N,5
289566,"Eugene, Oregon",\N,5
289567,\N,\N,3.8571
289568,Wash D.C.,\N,3.8125
289569,\N,\N,\N
289570,\N,\N,\N
289573,\N,\N,4.2857
289574,"kankakee, IL, USA",\N,4.1429
289575,"Lancaster, PA, USA",\N,4.1154
289576,\N,\N,3.4444
289577,\N,\N,1
289578,\N,\N,1
289579,\N,\N,1
289580,\N,\N,1
289581,\N,\N,1
289582,\N,\N,1
289583,\N,\N,4
289584,\N,\N,1
289585,\N,\N,\N
289586,\N,\N,1
289587,\N,\N,1
289588,\N,\N,1
289589,\N,\N,\N
289590,\N,\N,2.75
289591,\N,\N,1
289592,\N,\N,1
289593,\N,\N,1
289594,\N,\N,1
289595,\N,\N,3
289596,\N,\N,3.5
289597,\N,\N,1
289598,\N,\N,1
289599,\N,\N,1
289600,\N,\N,1
289601,\N,\N,1
289602,\N,\N,\N
289603,\N,\N,1
289604,\N,\N,1
289605,\N,\N,1
289606,\N,\N,1
289607,\N,\N,3.5714
289608,\N,\N,4.0645
289609,\N,\N,1
289610,Wayland NY,\N,4.3333
289612,\N,\N,4.5
289614,\N,\N,3.6667
289615,\N,\N,\N
289616,\N,\N,5
289617,\N,\N,3
289618,\N,\N,\N
289619,\N,\N,5
289620,\N,\N,5
289621,\N,\N,\N
289622,\N,\N,1
289623,\N,\N,4
289624,Gij&#243;n - Asturias - Spain,\N,5
289627,"Baton Rouge, LA",\N,4.1667
289628,\N,\N,\N
289629,\N,\N,\N
289630,\N,\N,\N
289631,\N,\N,\N
289632,\N,\N,\N
289633,"Reno, NV",\N,5
289634,\N,\N,\N
289635,\N,\N,\N
289636,\N,\N,\N
289637,\N,\N,\N
289638,"Detroit, Michigan",\N,3.8571
289639,\N,\N,\N
289640,\N,\N,\N
289641,\N,\N,\N
289642,\N,\N,3.5
289643,\N,\N,\N
289644,"San Francisco, CA",\N,3.7
289645,\N,\N,5
289651,\N,\N,\N
289652,\N,\N,\N
289653,\N,\N,3
289654,"Athens, GA, USA",\N,3.1
289658,\N,\N,4.5
289659,\N,\N,\N
289660,\N,\N,4.25
289661,\N,\N,5
289662,"vancouver, washington",\N,4.3636
289663,\N,\N,5
289664,\N,\N,2
289665,"Augusta, GA",\N,\N
289666,\N,\N,\N
289667,\N,\N,\N
289668,\N,\N,5
289669,\N,\N,4
289670,\N,\N,\N
289673,"San Francisco, CA",\N,2.5
289674,"Kansas CIty, MO",\N,4.3636
289676,\N,\N,3
289677,\N,\N,4
289678,"Vancouver, BC, Canada",\N,4.25
289680,\N,\N,5
289681,\N,\N,3.5556
289682,\N,\N,5
289683,"Mt. Sinai, New York",\N,5
289684,\N,\N,4.5
289685,\N,\N,3.6304
289686,"Anaheim, Ca.  USA",\N,4.1176
